date,source,source_label,medium,medium_label,campaign_id,campaign_name,segment,impressions,clicks,spend,conversions,total_conversion,ctr,cpc,cpa,dataset
2025-04-18,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0008,Movie Night Retargeting East Microsoft,,52323,518,657.62,10,,0.0099,1.2695,65.762,portfolio
2025-04-18,other_ads,Other,display,Display,o-0001,iCarly Reboot Awareness,,94118,800,987.07,9,,0.0085,1.2338,109.6744,portfolio
2025-04-18,other_ads,Other,display,Display,o-0002,Drama Collection Prospecting West Other,,36941,314,387.29,3,,0.0085,1.2334,129.0967,portfolio
2025-04-18,other_ads,Other,display,Display,o-0003,Comedy Classics Retargeting East Other,,41176,350,431.84,5,,0.0085,1.2338,86.368,portfolio
2025-04-18,other_ads,Other,display,Display,o-0004,Sports Weekend Trial Midwest Other,,45412,386,476.4,6,,0.0085,1.2342,79.4,portfolio
2025-04-18,other_ads,Other,display,Display,o-0005,Kids and Family Winback South Other,,49647,422,520.96,6,,0.0085,1.2345,86.8267,portfolio
2025-04-18,other_ads,Other,display,Display,o-0006,Reality Launch Awareness US Other,,53882,458,565.51,7,,0.0085,1.2347,80.7871,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0001,Halo S2 Campaign,,131988,2257,2055.45,38,,0.0171,0.9107,54.0908,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0002,Teen Wolf: The Movie,,126491,2163,1969.81,27,,0.0171,0.9107,72.9559,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0003,Comedy Classics Retargeting East TikTok,,57719,987,899.26,9,,0.0171,0.9111,99.9178,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0004,Sports Weekend Trial Midwest TikTok,,63684,1089,992.04,13,,0.0171,0.911,76.3108,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0005,Kids and Family Winback South TikTok,,69649,1191,1084.82,11,,0.0171,0.9108,98.62,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0006,Reality Launch Awareness US TikTok,,75614,1293,1177.6,15,,0.0171,0.9108,78.5067,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0007,Sci-Fi Vault Prospecting West TikTok,,81579,1395,1270.38,13,,0.0171,0.9107,97.7215,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0008,Movie Night Retargeting East TikTok,,87544,1497,1363.16,23,,0.0171,0.9106,59.2678,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0009,Holiday Watchlist Trial Midwest TikTok,,93509,1599,1455.95,14,,0.0171,0.9105,103.9964,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0010,Live Events Winback South TikTok,,45848,784,713.7,11,,0.0171,0.9103,64.8818,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0011,Library Retention Awareness US TikTok,,51754,885,806.48,10,,0.0171,0.9113,80.648,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0012,Premium Bundle Prospecting West TikTok,,57719,987,899.26,9,,0.0171,0.9111,99.9178,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0013,Student Offer Retargeting East TikTok,,63684,1089,992.04,15,,0.0171,0.911,66.136,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0014,Family Plan Trial Midwest TikTok,,69649,1191,1084.82,13,,0.0171,0.9108,83.4477,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0015,Winback Audience Winback South TikTok,,75614,1293,1177.6,15,,0.0171,0.9108,78.5067,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0016,New Release Awareness US TikTok,,81579,1395,1270.38,18,,0.0171,0.9107,70.5767,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0017,Binge Weekend Prospecting West TikTok,,87544,1497,1363.16,20,,0.0171,0.9106,68.158,portfolio
2025-04-18,tiktok_ads,TikTok,paid_social,Paid Social,t-0018,Award Season Retargeting East TikTok,,93509,1599,1455.95,16,,0.0171,0.9105,90.9969,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0001,Star Trek: Strange New Worlds,,148972,1594,1678.85,15,,0.0107,1.0532,111.9233,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0002,Drama Collection Prospecting West YouTube,,58411,625,658.72,6,,0.0107,1.054,109.7867,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0003,Comedy Classics Retargeting East YouTube,,65140,697,734.5,11,,0.0107,1.0538,66.7727,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0004,Sports Weekend Trial Midwest YouTube,,71869,769,810.28,11,,0.0107,1.0537,73.6618,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0005,Kids and Family Winback South YouTube,,78598,841,886.06,10,,0.0107,1.0536,88.606,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0006,Reality Launch Awareness US YouTube,,85327,913,961.84,9,,0.0107,1.0535,106.8711,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0007,Sci-Fi Vault Prospecting West YouTube,,92056,985,1037.62,16,,0.0107,1.0534,64.8512,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0008,Movie Night Retargeting East YouTube,,98785,1057,1113.41,11,,0.0107,1.0534,101.2191,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0009,Holiday Watchlist Trial Midwest YouTube,,105514,1129,1189.19,12,,0.0107,1.0533,99.0992,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0010,Live Events Winback South YouTube,,51776,554,582.94,10,,0.0107,1.0522,58.294,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0011,Library Retention Awareness US YouTube,,58411,625,658.72,6,,0.0107,1.054,109.7867,portfolio
2025-04-18,youtube_ads,YouTube,paid_video,Paid Video,y-0012,Premium Bundle Prospecting West YouTube,,65140,697,734.5,9,,0.0107,1.0538,81.6111,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0001,Top Gun: Maverick Push,,224161,3071,2759.67,39,,0.0137,0.8986,70.7608,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0002,Transformers: Rise of the Beasts,,214818,2943,2644.68,36,,0.0137,0.8986,73.4633,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0003,Comedy Classics Retargeting East Google,,98102,1344,1207.35,13,,0.0137,0.8983,92.8731,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0004,Sports Weekend Trial Midwest Google,,108175,1482,1331.92,21,,0.0137,0.8987,63.4248,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0005,Kids and Family Winback South Google,,118321,1621,1456.49,17,,0.0137,0.8985,85.6759,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0006,Reality Launch Awareness US Google,,128467,1760,1581.06,23,,0.0137,0.8983,68.7417,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0007,Sci-Fi Vault Prospecting West Google,,138540,1898,1705.63,19,,0.0137,0.8986,89.77,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0008,Movie Night Retargeting East Google,,148686,2037,1830.2,40,,0.0137,0.8985,45.755,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0009,Holiday Watchlist Trial Midwest Google,,158832,2176,1954.76,22,,0.0137,0.8983,88.8527,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0010,Live Events Winback South Google,,77810,1066,958.22,17,,0.0137,0.8989,56.3659,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0011,Library Retention Awareness US Google,,87956,1205,1082.79,17,,0.0137,0.8986,63.6935,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0012,Premium Bundle Prospecting West Google,,98102,1344,1207.35,14,,0.0137,0.8983,86.2393,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0013,Student Offer Retargeting East Google,,108175,1482,1331.92,24,,0.0137,0.8987,55.4967,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0014,Family Plan Trial Midwest Google,,118321,1621,1456.49,21,,0.0137,0.8985,69.3567,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0015,Winback Audience Winback South Google,,128467,1760,1581.06,24,,0.0137,0.8983,65.8775,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0016,New Release Awareness US Google,,138540,1898,1705.63,30,,0.0137,0.8986,56.8543,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0017,Binge Weekend Prospecting West Google,,148686,2037,1830.2,33,,0.0137,0.8985,55.4606,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0018,Award Season Retargeting East Google,,158832,2176,1954.76,26,,0.0137,0.8983,75.1831,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0019,Streaming Trial Trial Midwest Google,,77810,1066,958.22,11,,0.0137,0.8989,87.1109,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0020,International Pack Winback South Google,,87956,1205,1082.79,18,,0.0137,0.8986,60.155,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0021,Paramount+ Originals Awareness US Google,,98102,1344,1207.35,20,,0.0137,0.8983,60.3675,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0022,Drama Collection Prospecting West Google,,108175,1482,1331.92,15,,0.0137,0.8987,88.7947,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0023,Comedy Classics Retargeting East Google 23,,118321,1621,1456.49,25,,0.0137,0.8985,58.2596,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0024,Sports Weekend Trial Midwest Google 24,,128467,1760,1581.06,19,,0.0137,0.8983,83.2137,portfolio
2025-04-19,google_ads,Google Ads,paid_search,Paid Search,g-0025,Kids and Family Winback South Google 25,,138540,1898,1705.63,28,,0.0137,0.8986,60.9154,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0001,Paramount+ Spring Promo,,230850,3532,2949.53,35,,0.0153,0.8351,84.2723,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0002,Yellowstone S5 Launch,,221242,3385,2826.63,35,,0.0153,0.835,80.7609,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0003,PAW Patrol: The Mighty Movie,,211634,3238,2703.74,66,,0.0153,0.835,40.9658,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0004,Sports Weekend Trial Midwest Meta,,111438,1705,1423.56,20,,0.0153,0.8349,71.178,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0005,Kids and Family Winback South Meta,,121830,1864,1556.7,27,,0.0153,0.8351,57.6556,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0006,Reality Launch Awareness US Meta,,132288,2024,1689.83,20,,0.0153,0.8349,84.4915,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0007,Sci-Fi Vault Prospecting West Meta,,142680,2183,1822.97,22,,0.0153,0.8351,82.8623,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0008,Movie Night Retargeting East Meta,,153072,2342,1956.11,31,,0.0153,0.8352,63.1003,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0009,Holiday Watchlist Trial Midwest Meta,,163529,2502,2089.25,51,,0.0153,0.835,40.9657,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0010,Live Events Winback South Meta,,80131,1226,1024.14,18,,0.0153,0.8354,56.8967,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0011,Library Retention Awareness US Meta,,90588,1386,1157.28,25,,0.0153,0.835,46.2912,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0012,Premium Bundle Prospecting West Meta,,100980,1545,1290.42,19,,0.0153,0.8352,67.9168,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0013,Student Offer Retargeting East Meta,,111438,1705,1423.56,20,,0.0153,0.8349,71.178,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0014,Family Plan Trial Midwest Meta,,121830,1864,1556.7,29,,0.0153,0.8351,53.6793,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0015,Winback Audience Winback South Meta,,132288,2024,1689.83,50,,0.0153,0.8349,33.7966,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0016,New Release Awareness US Meta,,142680,2183,1822.97,29,,0.0153,0.8351,62.861,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0017,Binge Weekend Prospecting West Meta,,153072,2342,1956.11,29,,0.0153,0.8352,67.4521,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0018,Award Season Retargeting East Meta,,163529,2502,2089.25,47,,0.0153,0.835,44.4521,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0019,Streaming Trial Trial Midwest Meta,,80131,1226,1024.14,12,,0.0153,0.8354,85.345,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0020,International Pack Winback South Meta,,90588,1386,1157.28,19,,0.0153,0.835,60.9095,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0021,Paramount+ Originals Awareness US Meta,,100980,1545,1290.42,35,,0.0153,0.8352,36.8691,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0022,Drama Collection Prospecting West Meta,,111438,1705,1423.56,28,,0.0153,0.8349,50.8414,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0023,Comedy Classics Retargeting East Meta,,121830,1864,1556.7,33,,0.0153,0.8351,47.1727,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0024,Sports Weekend Trial Midwest Meta 24,,132288,2024,1689.83,21,,0.0153,0.8349,80.4681,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0025,Kids and Family Winback South Meta 25,,142680,2183,1822.97,31,,0.0153,0.8351,58.8055,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0026,Reality Launch Awareness US Meta 26,,153072,2342,1956.11,23,,0.0153,0.8352,85.0483,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0027,Sci-Fi Vault Prospecting West Meta 27,,163529,2502,2089.25,38,,0.0153,0.835,54.9803,portfolio
2025-04-19,meta_ads,Meta,paid_social,Paid Social,m-0028,Movie Night Retargeting East Meta 28,,80131,1226,1024.14,12,,0.0153,0.8354,85.345,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0001,Mission: Impossible - Dead Reckoning,,81010,802,998.06,13,,0.0099,1.2445,76.7738,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0002,Drama Collection Prospecting West Microsoft,,31818,315,391.6,7,,0.0099,1.2432,55.9429,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0003,Comedy Classics Retargeting East Microsoft,,35455,351,436.65,4,,0.0099,1.244,109.1625,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0004,Sports Weekend Trial Midwest Microsoft,,39091,387,481.7,6,,0.0099,1.2447,80.2833,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0005,Kids and Family Winback South Microsoft,,42727,423,526.75,9,,0.0099,1.2453,58.5278,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0006,Reality Launch Awareness US Microsoft,,46364,459,571.81,8,,0.0099,1.2458,71.4762,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0007,Sci-Fi Vault Prospecting West Microsoft,,50101,496,616.86,8,,0.0099,1.2437,77.1075,portfolio
2025-04-19,microsoft_ads,Microsoft Ads,paid_search,Paid Search,ms-0008,Movie Night Retargeting East Microsoft,,53737,532,661.91,10,,0.0099,1.2442,66.191,portfolio
2025-04-19,other_ads,Other,display,Display,o-0001,iCarly Reboot Awareness,,85059,723,993.51,9,,0.0085,1.3741,110.39,portfolio
2025-04-19,other_ads,Other,display,Display,o-0002,Drama Collection Prospecting West Other,,33412,284,389.82,3,,0.0085,1.3726,129.94,portfolio
2025-04-19,other_ads,Other,display,Display,o-0003,Comedy Classics Retargeting East Other,,37176,316,434.66,5,,0.0085,1.3755,86.932,portfolio
2025-04-19,other_ads,Other,display,Display,o-0004,Sports Weekend Trial Midwest Other,,41059,349,479.51,6,,0.0085,1.374,79.9183,portfolio
2025-04-19,other_ads,Other,display,Display,o-0005,Kids and Family Winback South Other,,44941,382,524.35,6,,0.0085,1.3726,87.3917,portfolio
2025-04-19,other_ads,Other,display,Display,o-0006,Reality Launch Awareness US Other,,48706,414,569.2,7,,0.0085,1.3749,81.3143,portfolio
