date,source,source_label,medium,medium_label,campaign_id,campaign_name,segment,impressions,clicks,spend,conversions,total_conversion,revenue,ctr,cpc,cpa,roas,dataset
2024-01-07,meta_ads,Meta,paid_video,Paid Video,GA-01660,EdTech Video Germany,Germany,94440,2219,4282.67,156,156,39424.24,0.023496,1.93,27.453,9.2055,global_ads_performance
2024-01-08,google_ads,Google Ads,paid_search,Paid Search,GA-00042,Fintech Search India,India,63243,1707,3823.68,37,37,3893.12,0.026991,2.24,103.3427,1.0182,global_ads_performance
2024-01-08,google_ads,Google Ads,display,Display,GA-00044,EdTech Display USA,USA,132600,6802,10407.06,97,97,6779.29,0.051297,1.53,107.2893,0.6514,global_ads_performance
2024-01-08,tiktok_ads,TikTok,paid_search,Paid Search,GA-00097,Fintech Search UK,UK,162795,8107,7782.72,575,575,86383.64,0.049799,0.96,13.5352,11.0994,global_ads_performance
2024-01-08,meta_ads,Meta,paid_video,Paid Video,GA-00148,EdTech Video UK,UK,127775,3871,2941.96,159,159,28717.22,0.030295,0.76,18.5029,9.7613,global_ads_performance
2024-01-09,tiktok_ads,TikTok,paid_search,Paid Search,GA-00697,Healthcare Search Germany,Germany,96310,6905,8838.4,247,247,8632.99,0.071696,1.28,35.783,0.9768,global_ads_performance
2024-01-09,google_ads,Google Ads,paid_search,Paid Search,GA-01353,SaaS Search Australia,Australia,53544,1670,2354.7,20,20,4659.21,0.031189,1.41,117.735,1.9787,global_ads_performance
2024-01-09,google_ads,Google Ads,paid_video,Paid Video,GA-01694,Fintech Video UK,UK,108510,3721,5246.61,116,116,23480.01,0.034292,1.41,45.2294,4.4753,global_ads_performance
2024-01-10,google_ads,Google Ads,paid_video,Paid Video,GA-00134,SaaS Video UK,UK,170268,7917,24859.38,98,98,22672.12,0.046497,3.14,253.6671,0.912,global_ads_performance
2024-01-10,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00200,Healthcare Shopping UAE,UAE,73323,1928,3296.88,121,121,33634.99,0.026295,1.71,27.2469,10.2021,global_ads_performance
2024-01-10,meta_ads,Meta,paid_video,Paid Video,GA-00774,Fintech Video Australia,Australia,51698,1307,2561.72,91,91,15551.2,0.025281,1.96,28.1508,6.0706,global_ads_performance
2024-01-10,google_ads,Google Ads,paid_video,Paid Video,GA-00807,Healthcare Video Australia,Australia,131031,6092,17910.48,482,482,116431.98,0.046493,2.94,37.1587,6.5008,global_ads_performance
2024-01-10,meta_ads,Meta,paid_search,Paid Search,GA-01332,SaaS Search UK,UK,175574,6935,4785.15,515,515,69264.33,0.039499,0.69,9.2916,14.4749,global_ads_performance
2024-01-10,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01738,EdTech Shopping USA,USA,62284,1413,1497.78,88,88,10561.64,0.022686,1.06,17.0202,7.0515,global_ads_performance
2024-01-11,tiktok_ads,TikTok,paid_video,Paid Video,GA-00064,Healthcare Video Germany,Germany,108145,3882,3649.08,98,98,28726.52,0.035896,0.94,37.2355,7.8723,global_ads_performance
2024-01-11,meta_ads,Meta,paid_video,Paid Video,GA-00130,EdTech Video UK,UK,152977,5491,7412.85,147,147,9232.39,0.035894,1.35,50.4276,1.2455,global_ads_performance
2024-01-11,google_ads,Google Ads,paid_search,Paid Search,GA-00533,Healthcare Search Germany,Germany,48351,2156,6812.96,83,83,7504.87,0.044591,3.16,82.0839,1.1016,global_ads_performance
2024-01-11,tiktok_ads,TikTok,display,Display,GA-01422,Fintech Display UK,UK,146587,5995,9112.4,161,161,27684.26,0.040897,1.52,56.5988,3.0381,global_ads_performance
2024-01-11,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01612,SaaS Shopping USA,USA,144993,2783,4091.01,120,120,10562.14,0.019194,1.47,34.0918,2.5818,global_ads_performance
2024-01-12,meta_ads,Meta,paid_video,Paid Video,GA-00035,E-commerce Video Canada,Canada,104657,4029,2860.59,204,204,10401.62,0.038497,0.71,14.0225,3.6362,global_ads_performance
2024-01-12,google_ads,Google Ads,paid_search,Paid Search,GA-00101,Fintech Search India,India,124273,3603,5584.65,167,167,20460.25,0.028993,1.55,33.441,3.6637,global_ads_performance
2024-01-12,meta_ads,Meta,paid_video,Paid Video,GA-00418,Healthcare Video UK,UK,62676,595,1439.9,32,32,1319.08,0.009493,2.42,44.9969,0.9161,global_ads_performance
2024-01-12,meta_ads,Meta,paid_video,Paid Video,GA-00760,SaaS Video Australia,Australia,176250,6204,4032.6,312,312,84311.3,0.0352,0.65,12.925,20.9074,global_ads_performance
2024-01-12,meta_ads,Meta,display,Display,GA-01159,EdTech Display Canada,Canada,182011,1911,1051.05,35,35,3848.31,0.010499,0.55,30.03,3.6614,global_ads_performance
2024-01-13,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00245,SaaS Shopping India,India,24404,710,433.1,10,10,923.15,0.029094,0.61,43.31,2.1315,global_ads_performance
2024-01-13,meta_ads,Meta,paid_video,Paid Video,GA-01161,E-commerce Video UK,UK,138686,2621,3983.92,195,195,52398.49,0.018899,1.52,20.4304,13.1525,global_ads_performance
2024-01-13,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01380,SaaS Shopping India,India,83871,6382,6701.1,196,196,31406.57,0.076093,1.05,34.1893,4.6868,global_ads_performance
2024-01-13,meta_ads,Meta,display,Display,GA-01644,E-commerce Display UK,UK,70180,736,1030.4,45,45,2168.72,0.010487,1.4,22.8978,2.1047,global_ads_performance
2024-01-14,tiktok_ads,TikTok,paid_search,Paid Search,GA-00313,SaaS Search India,India,85428,5134,4415.24,202,202,37603.74,0.060097,0.86,21.8576,8.5168,global_ads_performance
2024-01-14,meta_ads,Meta,display,Display,GA-00620,EdTech Display India,India,171020,2616,1151.04,41,41,9636.88,0.015296,0.44,28.0741,8.3723,global_ads_performance
2024-01-15,google_ads,Google Ads,paid_search,Paid Search,GA-00434,SaaS Search Canada,Canada,43098,1620,4422.6,39,39,7135.44,0.037589,2.73,113.4,1.6134,global_ads_performance
2024-01-15,google_ads,Google Ads,display,Display,GA-00702,Fintech Display Canada,Canada,55406,2648,5031.2,149,149,22127.3,0.047793,1.9,33.7664,4.398,global_ads_performance
2024-01-15,meta_ads,Meta,paid_search,Paid Search,GA-00808,EdTech Search Germany,Germany,113269,3182,4868.46,185,185,53909.5,0.028092,1.53,26.316,11.0732,global_ads_performance
2024-01-15,google_ads,Google Ads,display,Display,GA-00941,E-commerce Display UK,UK,62320,3857,3895.57,158,158,17905.2,0.06189,1.01,24.6555,4.5963,global_ads_performance
2024-01-15,google_ads,Google Ads,paid_search,Paid Search,GA-01014,E-commerce Search India,India,91348,2914,5041.22,98,98,14981.67,0.0319,1.73,51.441,2.9718,global_ads_performance
2024-01-16,meta_ads,Meta,paid_video,Paid Video,GA-00319,Fintech Video USA,USA,143421,3542,3046.12,181,181,26273.04,0.024697,0.86,16.8294,8.6251,global_ads_performance
2024-01-16,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00619,SaaS Shopping UAE,UAE,31783,781,905.96,49,49,4886.84,0.024573,1.16,18.489,5.3941,global_ads_performance
2024-01-16,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00728,E-commerce Shopping UK,UK,167893,4432,2570.56,66,66,15989.78,0.026398,0.58,38.9479,6.2203,global_ads_performance
2024-01-16,google_ads,Google Ads,paid_search,Paid Search,GA-00762,Healthcare Search UK,UK,175381,4226,3845.66,204,204,11471.83,0.024096,0.91,18.8513,2.9831,global_ads_performance
2024-01-16,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00862,SaaS Shopping Australia,Australia,55701,4138,1406.92,229,229,20016.59,0.07429,0.34,6.1438,14.2272,global_ads_performance
2024-01-16,google_ads,Google Ads,paid_search,Paid Search,GA-00959,EdTech Search Germany,Germany,192593,4949,9056.67,172,172,20836.16,0.025697,1.83,52.6551,2.3006,global_ads_performance
2024-01-16,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01237,SaaS Shopping Germany,Germany,88940,4384,1402.88,66,66,10447.12,0.049292,0.32,21.2558,7.4469,global_ads_performance
2024-01-16,tiktok_ads,TikTok,paid_video,Paid Video,GA-01772,E-commerce Video Australia,Australia,62868,2715,4344,180,180,35590.01,0.043186,1.6,24.1333,8.1929,global_ads_performance
2024-01-17,tiktok_ads,TikTok,paid_video,Paid Video,GA-00201,SaaS Video India,India,58521,3318,6138.3,39,39,10013.26,0.056698,1.85,157.3923,1.6313,global_ads_performance
2024-01-17,tiktok_ads,TikTok,paid_video,Paid Video,GA-00303,EdTech Video UAE,UAE,188846,12671,17359.27,821,821,86047.94,0.067097,1.37,21.1441,4.9569,global_ads_performance
2024-01-17,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00764,E-commerce Shopping Germany,Germany,62033,2667,2933.7,135,135,14288.2,0.042993,1.1,21.7311,4.8704,global_ads_performance
2024-01-17,google_ads,Google Ads,paid_video,Paid Video,GA-00797,Fintech Video Canada,Canada,49109,1203,3921.78,25,25,4734.61,0.024497,3.26,156.8712,1.2073,global_ads_performance
2024-01-17,meta_ads,Meta,paid_video,Paid Video,GA-01137,EdTech Video Germany,Germany,190928,5078,7363.1,186,186,47430.11,0.026596,1.45,39.5866,6.4416,global_ads_performance
2024-01-17,meta_ads,Meta,paid_search,Paid Search,GA-01143,EdTech Search Australia,Australia,100343,3461,3737.88,259,259,51755.16,0.034492,1.08,14.432,13.8461,global_ads_performance
2024-01-17,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01211,Healthcare Shopping Canada,Canada,185750,1653,2148.9,34,34,2916.11,0.008899,1.3,63.2029,1.357,global_ads_performance
2024-01-17,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01314,Fintech Shopping UK,UK,100552,3861,7374.51,57,57,14567.86,0.038398,1.91,129.3774,1.9754,global_ads_performance
2024-01-17,tiktok_ads,TikTok,paid_search,Paid Search,GA-01652,SaaS Search Canada,Canada,115716,7394,8577.04,242,242,49142.56,0.063898,1.16,35.4423,5.7295,global_ads_performance
2024-01-18,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00335,E-commerce Shopping UAE,UAE,76792,3317,10282.7,262,262,42043.84,0.043195,3.1,39.2469,4.0888,global_ads_performance
2024-01-18,google_ads,Google Ads,display,Display,GA-00427,E-commerce Display Australia,Australia,55248,1646,4279.6,43,43,12311.15,0.029793,2.6,99.5256,2.8767,global_ads_performance
2024-01-18,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00592,Healthcare Shopping UAE,UAE,84830,2612,5171.76,84,84,6284.59,0.030791,1.98,61.5686,1.2152,global_ads_performance
2024-01-18,tiktok_ads,TikTok,paid_video,Paid Video,GA-01047,EdTech Video UK,UK,172820,5512,8268,229,229,38190.22,0.031894,1.5,36.1048,4.619,global_ads_performance
2024-01-18,tiktok_ads,TikTok,paid_search,Paid Search,GA-01241,E-commerce Search India,India,168616,6508,6638.16,508,508,151081.09,0.038597,1.02,13.0672,22.7595,global_ads_performance
2024-01-18,meta_ads,Meta,paid_video,Paid Video,GA-01394,Fintech Video Canada,Canada,84712,1473,3343.71,74,74,3310.43,0.017388,2.27,45.1853,0.99,global_ads_performance
2024-01-18,meta_ads,Meta,paid_video,Paid Video,GA-01397,Fintech Video UK,UK,72278,2421,3123.09,26,26,5625.44,0.033496,1.29,120.1188,1.8012,global_ads_performance
2024-01-19,meta_ads,Meta,paid_video,Paid Video,GA-00113,EdTech Video India,India,43467,991,1882.9,25,25,3146.23,0.022799,1.9,75.316,1.6709,global_ads_performance
2024-01-19,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00780,Fintech Shopping UK,UK,55075,3056,7212.16,156,156,5145.31,0.055488,2.36,46.2318,0.7134,global_ads_performance
2024-01-19,tiktok_ads,TikTok,paid_search,Paid Search,GA-01540,E-commerce Search USA,USA,179561,8600,12384,212,212,34386.07,0.047895,1.44,58.4151,2.7767,global_ads_performance
2024-01-19,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01659,Healthcare Shopping USA,USA,173292,7330,13780.4,355,355,66981.68,0.042299,1.88,38.818,4.8606,global_ads_performance
2024-01-19,google_ads,Google Ads,paid_search,Paid Search,GA-01740,Healthcare Search UAE,UAE,82764,2276,2071.16,130,130,22792.2,0.0275,0.91,15.932,11.0046,global_ads_performance
2024-01-20,google_ads,Google Ads,display,Display,GA-00135,Healthcare Display USA,USA,122322,6152,7566.96,155,155,10417.89,0.050293,1.23,48.8191,1.3768,global_ads_performance
2024-01-20,google_ads,Google Ads,display,Display,GA-00480,E-commerce Display Canada,Canada,181687,8321,26127.94,651,651,189283.47,0.045799,3.14,40.1351,7.2445,global_ads_performance
2024-01-20,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00584,Healthcare Shopping UK,UK,147897,2144,4159.36,24,24,3826.61,0.014497,1.94,173.3067,0.92,global_ads_performance
2024-01-20,tiktok_ads,TikTok,display,Display,GA-01160,Fintech Display India,India,29180,1464,775.92,59,59,11729.57,0.050171,0.53,13.1512,15.117,global_ads_performance
2024-01-20,tiktok_ads,TikTok,paid_video,Paid Video,GA-01720,Fintech Video USA,USA,153145,7197,7340.94,89,89,6214.05,0.046995,1.02,82.4825,0.8465,global_ads_performance
2024-01-21,google_ads,Google Ads,paid_search,Paid Search,GA-00001,Fintech Search UAE,UAE,59886,2113,2662.38,159,159,4803.43,0.035284,1.26,16.7445,1.8042,global_ads_performance
2024-01-21,tiktok_ads,TikTok,display,Display,GA-00565,SaaS Display Germany,Germany,92273,6237,8794.17,291,291,72065.02,0.067593,1.41,30.2205,8.1946,global_ads_performance
2024-01-21,meta_ads,Meta,display,Display,GA-00888,E-commerce Display Germany,Germany,161646,5253,5253,228,228,43732.39,0.032497,1,23.0395,8.3252,global_ads_performance
2024-01-21,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00900,EdTech Shopping UAE,UAE,119944,9331,5691.91,717,717,101587.49,0.077795,0.61,7.9385,17.8477,global_ads_performance
2024-01-21,tiktok_ads,TikTok,paid_search,Paid Search,GA-00906,Healthcare Search Canada,Canada,160522,5425,6021.75,398,398,79057.93,0.033796,1.11,15.13,13.1287,global_ads_performance
2024-01-21,google_ads,Google Ads,display,Display,GA-00924,EdTech Display Australia,Australia,186465,8689,21027.38,367,367,57833.06,0.046599,2.42,57.2953,2.7504,global_ads_performance
2024-01-21,google_ads,Google Ads,display,Display,GA-01562,Healthcare Display Australia,Australia,154239,7465,23888,484,484,25632.04,0.048399,3.2,49.3554,1.073,global_ads_performance
2024-01-22,tiktok_ads,TikTok,paid_search,Paid Search,GA-00002,EdTech Search UK,UK,135608,5220,6159.6,411,411,64126.68,0.038493,1.18,14.9869,10.4109,global_ads_performance
2024-01-22,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00132,Fintech Shopping USA,USA,28387,672,2231.04,41,41,7232.57,0.023673,3.32,54.4156,3.2418,global_ads_performance
2024-01-22,google_ads,Google Ads,display,Display,GA-00290,EdTech Display UAE,UAE,85077,4032,11450.88,253,253,13168.69,0.047392,2.84,45.2604,1.15,global_ads_performance
2024-01-22,meta_ads,Meta,display,Display,GA-01044,Healthcare Display USA,USA,197882,5144,4166.64,299,299,68061.76,0.025995,0.81,13.9353,16.3349,global_ads_performance
2024-01-22,meta_ads,Meta,paid_search,Paid Search,GA-01390,Fintech Search USA,USA,80507,2318,1645.78,119,119,23887.12,0.028793,0.71,13.8301,14.5142,global_ads_performance
2024-01-22,tiktok_ads,TikTok,display,Display,GA-01493,Healthcare Display Canada,Canada,120409,8356,8021.76,663,663,50787.7,0.069397,0.96,12.0992,6.3312,global_ads_performance
2024-01-22,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01549,Fintech Shopping Australia,Australia,153953,5095,14571.7,110,110,30634.7,0.033095,2.86,132.47,2.1023,global_ads_performance
2024-01-22,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01722,Fintech Shopping Germany,Germany,5059,415,302.95,4,4,798.87,0.082032,0.73,75.7375,2.637,global_ads_performance
2024-01-23,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00186,SaaS Shopping Australia,Australia,90716,3002,4412.94,194,194,39560.54,0.033092,1.47,22.7471,8.9647,global_ads_performance
2024-01-23,google_ads,Google Ads,paid_search,Paid Search,GA-00724,Healthcare Search India,India,57979,2081,3933.09,148,148,18788.47,0.035892,1.89,26.5749,4.777,global_ads_performance
2024-01-23,google_ads,Google Ads,paid_search,Paid Search,GA-01727,Fintech Search Germany,Germany,7948,289,598.23,6,6,1368.08,0.036361,2.07,99.705,2.2869,global_ads_performance
2024-01-24,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00621,Fintech Shopping Australia,Australia,31325,858,1818.96,43,43,2004.67,0.02739,2.12,42.3014,1.1021,global_ads_performance
2024-01-24,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00812,EdTech Shopping UK,UK,79967,2327,2443.35,43,43,11334.87,0.0291,1.05,56.8221,4.6391,global_ads_performance
2024-01-24,meta_ads,Meta,paid_search,Paid Search,GA-01051,Healthcare Search India,India,191478,6414,10069.98,236,236,56534.15,0.033497,1.57,42.6694,5.6141,global_ads_performance
2024-01-24,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01426,SaaS Shopping Germany,Germany,107262,5127,6357.48,343,343,93405.13,0.047799,1.24,18.5349,14.6922,global_ads_performance
2024-01-25,google_ads,Google Ads,paid_video,Paid Video,GA-00120,Fintech Video USA,USA,184316,4091,4254.64,309,309,82363.46,0.022196,1.04,13.7691,19.3585,global_ads_performance
2024-01-25,google_ads,Google Ads,paid_search,Paid Search,GA-00312,Healthcare Search UAE,UAE,50203,1390,2710.5,47,47,11338.98,0.027688,1.95,57.6702,4.1834,global_ads_performance
2024-01-25,tiktok_ads,TikTok,display,Display,GA-00359,SaaS Display UK,UK,42706,2084,3313.56,35,35,4766.32,0.048799,1.59,94.6731,1.4384,global_ads_performance
2024-01-25,tiktok_ads,TikTok,paid_search,Paid Search,GA-00513,E-commerce Search India,India,46420,1880,3572,113,113,5769.59,0.0405,1.9,31.6106,1.6152,global_ads_performance
2024-01-25,google_ads,Google Ads,paid_search,Paid Search,GA-00735,E-commerce Search Australia,Australia,92185,3779,6121.98,82,82,11861.33,0.040994,1.62,74.6583,1.9375,global_ads_performance
2024-01-25,meta_ads,Meta,paid_search,Paid Search,GA-01174,Healthcare Search India,India,27499,728,778.96,17,17,3860.75,0.026474,1.07,45.8212,4.9563,global_ads_performance
2024-01-25,google_ads,Google Ads,paid_search,Paid Search,GA-01677,EdTech Search Germany,Germany,122959,3553,5933.51,133,133,11079.66,0.028896,1.67,44.6129,1.8673,global_ads_performance
2024-01-26,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00147,SaaS Shopping Germany,Germany,34118,1470,1249.5,55,55,3037.11,0.043086,0.85,22.7182,2.4307,global_ads_performance
2024-01-26,meta_ads,Meta,paid_search,Paid Search,GA-00800,Healthcare Search USA,USA,177593,1811,1430.69,128,128,17092.48,0.010197,0.79,11.1773,11.947,global_ads_performance
2024-01-27,meta_ads,Meta,display,Display,GA-00370,E-commerce Display Australia,Australia,176459,3670,7009.7,65,65,2483.8,0.020798,1.91,107.8415,0.3543,global_ads_performance
2024-01-27,tiktok_ads,TikTok,paid_video,Paid Video,GA-00643,SaaS Video UAE,UAE,196889,9568,8898.24,137,137,34964.66,0.048596,0.93,64.9507,3.9294,global_ads_performance
2024-01-27,google_ads,Google Ads,paid_search,Paid Search,GA-00689,EdTech Search UAE,UAE,143183,5784,4974.24,432,432,88233.11,0.040396,0.86,11.5144,17.738,global_ads_performance
2024-01-27,tiktok_ads,TikTok,paid_search,Paid Search,GA-00901,Healthcare Search Canada,Canada,69198,3529,1940.95,256,256,15199.33,0.050999,0.55,7.5818,7.8309,global_ads_performance
2024-01-27,meta_ads,Meta,paid_search,Paid Search,GA-01154,E-commerce Search Australia,Australia,30123,554,986.12,15,15,2874.83,0.018391,1.78,65.7413,2.9153,global_ads_performance
2024-01-27,meta_ads,Meta,paid_search,Paid Search,GA-01391,Fintech Search Canada,Canada,128556,4910,4320.8,55,55,10684.27,0.038193,0.88,78.56,2.4728,global_ads_performance
2024-01-27,google_ads,Google Ads,display,Display,GA-01557,Healthcare Display UK,UK,86362,2547,3591.27,164,164,33307.3,0.029492,1.41,21.898,9.2745,global_ads_performance
2024-01-27,google_ads,Google Ads,paid_search,Paid Search,GA-01698,Fintech Search India,India,79432,4130,9457.7,311,311,59366.41,0.051994,2.29,30.4106,6.277,global_ads_performance
2024-01-28,google_ads,Google Ads,paid_video,Paid Video,GA-00128,Fintech Video Australia,Australia,193978,5780,9999.4,177,177,42071.17,0.029797,1.73,56.4938,4.2074,global_ads_performance
